seed,est0,est1,est2,est3,est4,est5,est6,est7,est8,est9,hasMet,tau,nStep,nXstep,timeTaken
412,0.675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,11,21,11,3.31
13,0.455,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.31
213,0.605,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.34
413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
14,5.48,11.595,14.535,1.04,1.0,1.0,1.0,1.0,1.0,1.0,True,120,239,120,67.84
214,-0.075,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,1.99
414,0.785,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.46
15,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.54
215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
415,0.32,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.09
16,-0.035,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.7
216,0.645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.52
416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
17,0.875,1.035,1.005,1.005,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.78
217,0.435,1.0,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,2.15
417,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.96
18,0.335,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.38
218,85.61,116.905,51.405,1.3,1.015,1.0,1.0,1.0,1.0,1.0,True,335,669,335,162.75
418,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.18
19,0.475,0.845,0.965,0.99,1.0,1.0,1.0,1.0,1.0,1.0,True,13,25,13,7.04
219,0.005,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.9
419,0.8,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.6
20,0.445,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.77
220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
420,0.38,0.98,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.49
21,0.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.02
221,-14.945,-20.87,-8.685,0.915,0.975,0.985,0.995,1.0,1.0,1.0,True,91,181,91,50.14
421,0.57,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.48
22,0.68,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.41
222,0.46,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.77
422,0.735,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.24
23,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.33
223,0.53,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,1.38
423,0.66,1.005,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.99
24,0.775,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.8
224,0.59,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.52
424,20.14,34.055,28.87,1.17,1.03,1.005,1.0,1.0,1.0,1.0,True,208,415,208,123.27
25,0.59,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.76
225,0.53,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.47
425,0.795,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.29
26,0.61,0.995,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.54
226,0.595,1.28,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,16,31,16,7.61
426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
27,0.71,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.18
227,0.135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.04
427,0.435,0.97,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.05
28,0.275,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.14
228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
428,0.59,1.01,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.19
29,0.69,0.98,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.42
229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
429,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.44
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
230,0.2,1.005,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.97
430,-15.57,-21.365,-10.77,0.9,0.99,1.0,1.0,1.0,1.0,1.0,True,119,237,119,70.2
31,0.885,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.48
231,0.425,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.13
431,0.615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.95
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
232,0.71,0.98,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,2.01
432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
33,0.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.44
233,8.55,10.405,1.015,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,47,93,47,22.04
433,0.085,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,1.88
34,0.565,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.24
234,0.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.59
434,0.645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.59
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
235,0.775,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.91
435,1.015,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.89
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.05
236,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,3.21
436,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.88
37,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.25
237,-0.02,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.82
437,0.385,1.015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.67
38,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.28
238,0.435,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.47
438,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.28
39,0.635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.46
239,0.585,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.75
439,0.385,0.975,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.77
40,0.355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.86
240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
440,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.57
41,0.86,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,3.23
241,0.54,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.57
441,0.205,0.98,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,3.49
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
43,0.85,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.55
243,-0.59,-0.195,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,18,35,18,8.44
443,0.585,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.61
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
244,0.555,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.83
444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
45,2.625,4.995,6.98,1.09,1.005,1.0,1.0,1.0,1.0,1.0,True,61,121,61,38.22
245,0.565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.62
445,0.64,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.27
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
446,0.605,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.77
47,-0.29,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,1.94
247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
447,-0.215,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.04
48,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.33
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
448,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.87
49,0.555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,2.0
249,0.25,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.05
449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
250,1.065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,2.32
450,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.87
51,0.685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.19
251,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.3
451,0.65,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.57
52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
452,0.92,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.96
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
453,0.385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.03
54,0.895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.89
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
454,0.665,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.43
55,-11.315,-14.295,-3.165,0.99,1.005,1.0,1.0,1.0,1.0,1.0,True,77,153,77,42.91
255,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.94
455,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.59
56,0.77,1.045,1.025,1.005,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.84
256,0.645,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.2
456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
57,0.29,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.68
257,0.44,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.99
457,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.9
58,0.655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.8
258,-2.03,-2.17,-1.26,0.975,0.995,1.0,1.0,1.0,1.0,1.0,True,38,75,38,20.34
458,0.31,1.0,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,1.9
59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
259,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,1.09
459,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.13
60,-15.065,-20.77,-10.14,0.91,0.99,1.0,1.0,1.0,1.0,1.0,True,83,165,83,44.94
260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.03
460,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.33
61,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.55
261,0.615,0.93,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.28
461,0.515,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.69
62,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.36
262,0.9,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.92
462,0.715,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.6
63,0.885,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.95
263,-0.89,-0.88,0.965,0.99,1.0,1.0,1.0,1.0,1.0,1.0,True,26,51,26,12.12
463,-7.83,-12.84,-9.205,0.965,1.01,1.0,1.0,1.0,1.0,1.0,True,92,183,92,52.79
64,-31.51,-38.935,-7.82,0.945,0.99,1.0,1.0,1.0,1.0,1.0,True,147,293,147,70.7
264,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.7
464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.03
65,0.505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.38
265,0.675,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,1.05
465,16.165,18.46,1.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,85,169,85,32.85
66,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.7
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
466,0.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.55
67,0.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.46
267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
467,0.545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.98
68,0.605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.89
268,0.46,1.01,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,2.33
468,-0.24,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.47
69,0.585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.87
269,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.55
469,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.12
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
270,0.635,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.52
470,0.825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,1.02
71,0.405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.14
271,0.62,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.64
471,0.315,0.975,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.64
72,0.6,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.44
272,-14.325,-18.875,-5.68,0.975,1.01,1.0,1.0,1.0,1.0,1.0,True,93,185,93,50.86
472,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.93
73,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,1.07
273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
473,0.685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.95
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
274,0.685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.81
474,0.745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.88
75,0.49,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,2.04
275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
475,0.47,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.76
76,-0.09,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,1.91
276,0.765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.29
476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
77,0.515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.49
277,0.6,0.995,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.71
477,-8.835,-9.2,1.015,0.99,1.0,1.0,1.0,1.0,1.0,1.0,True,71,141,71,28.96
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
278,0.405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.14
478,0.7,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,2.2
79,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.45
279,-5.05,-9.36,-11.165,0.93,0.99,1.0,1.0,1.0,1.0,1.0,True,92,183,92,55.48
479,0.085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,1.6
80,0.655,0.965,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.32
280,0.775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.46
480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
81,0.655,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.67
281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
481,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,1.42
82,0.55,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,2.16
282,0.89,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,10,19,10,2.96
482,0.255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.53
83,0.56,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.63
283,0.765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.98
483,0.62,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,1.98
84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
284,52.73,81.22,53.315,1.22,1.02,1.0,1.0,1.0,1.0,1.0,True,361,721,361,214.66
484,0.855,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,2.49
85,12.125,20.025,17.975,1.195,1.01,1.0,1.0,1.0,1.0,1.0,True,126,251,126,71.87
